ID_ORDEM_SERVICO,ID_UC,Estado Instalacion,Uso,Actividad Economica,Fecha Generacion,Fecha Ejecucion,FechaDescargue,Fecha Ultima Lectura,Estado OT,Observacion,Efectividad,Causa Efectividad,Causa Evento,Consumo promedio,Lectura en Visita,Ultimo Valor Leido,Oportunidad Ejecucion,Oportunidad Descargue,Diferencia Lectura,Dias entre lecturas,Promedio Consumo dia,Analisis Lectura,Promedio Dia Historico,Menor a Promedio,Score Lectura,Score Promedio,Total Puntaje,ID_Accion,Nombre Accion
EPMA3853390-1,12307880,ActivoCon suministro                       ,Residencial,Residencial estrato 3                                                                                                                                 ,2021-07-02,2021-07-12,2021-07-12,2021-08-30 00:00:00,Cerrada,Medidor Water tech de 1/2 con serie#2018547472 y lectura# 01647 registra en pruebas de llaves medidor pertenese a zonas comunes de edificio residencial el cual tiene 5 apartamento medidor sin signos de manipulación externa nadie en el edificio no firma Usuario: CARLOS.JARAMILLO Fecha: 2021-07-12 11:11:43,NO,No fraude,No fraude,0,1647.0,1727,7.0,0.0,80.0,49.0,1.6326530612244898,Lectura Normal,0.0,Igual o mayor a Promedio,3.0,1.0,4.0,34.391 ,2261_C_SegmentosEspeciales_bajo_010720210	
EPMA3901989-1,12308407,ActivoCon suministro                       ,Comercial  ,Servicio por horas                                                                                                                                    ,2021-08-14,2021-08-30,2021-08-30,2021-08-25 00:00:00,Cerrada,"SEBASTIAN BUILES 
se visita dirección en instalacion no residencial actividad económica hotel nombre ritz predio con medidor marca wátertech de 1"" serie 166000010 y lectura 07989 M3 tiene sello EPM bueno # AA1976033 medidor bien instalado registra en prueba de llaves consumos avanzado con normalidad usuario informa que los meses que bajo el consumo fue que estuvo la ocupación del hotel baja no se observa anomalías no suministran datos Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-30 14:48:08",NO,No fraude,No fraude,189,7989.0,7909,11.0,0.0,80.0,5.0,16.0,Lectura Normal,6.3,Igual o mayor a Promedio,3.0,1.0,4.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3836345-1,12308493,ActivoCon suministro                       ,Comercial  ,Elaboración de otros productos alimenticios n.c.p.                                                                                                    ,2021-06-18,2021-06-30,2021-06-30,2021-08-21 00:00:00,Cerrada,Medidor Water tech de 1/2 con serie#2020516192 y lectura#00038 medidor empotrado  sin signos de manipulación externa registra en prueba de llaves predió es no residencial es una licorera solo permanece una persona tiene dos puntos de consumo usuaria no firma ya que no es encargada del local Usuario: CARLOS.JARAMILLO Fecha: 2021-06-30 16:29:20,NO,No fraude,No fraude,2,38.0,44,9.0,0.0,6.0,52.0,0.11538461538461539,Lectura Baja,0.06666666666666667,Igual o mayor a Promedio,5.0,1.0,6.0,34.130 ,2979_C_VecinosLogicosBajoCons_170620210   
EPMA3893829-1,12308597,ActivoCon suministro                       ,Comercial  ,Expendio de comidas preparadas en cafeterías                                                                                                          ,2021-08-06,2021-08-19,2021-08-19,2021-09-07 00:00:00,Cerrada,"SEBASTIAN BUILES 
se visita dirección en instalacion no residencial actividad económica charcutería nombre San Cayetano con medidor marca elster de 1/2 serie 200815023474 y lectura 3799 M3 medidor bien instalado parado se remite para cambio por desarrollo tecnológico sin costó  Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-19 09:06:34",SI,,Anomalia - Medidor parado/funcionando mal,11,3799.0,7,10.0,0.0,3792.0,19.0,199.57894736842104,Lectura Normal,0.36666666666666664,Igual o mayor a Promedio,3.0,1.0,4.0,35.099 ,2528_C_CaidaConsumo_050820210             
EPMA3829234-1,12308616,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-06-11,2021-07-01,2021-07-01,2021-08-30 00:00:00,Cerrada,Medidor Water tech de 1/2 con serie#2017844634 y lectura#00554 sin  Signo de manipulación externa predio es un local pequeño trabajan 2 personas registra Medidor en prueba de llaves actualizar serie en Sistema Usuario: CARLOS.JARAMILLO Fecha: 2021-07-01 13:59:14,NO,No fraude,No fraude,9,554.0,581,15.0,0.0,27.0,60.0,0.45,Lectura Normal,0.3,Igual o mayor a Promedio,3.0,1.0,4.0,33.985 ,1053_C_Otro_Canal_100620210               
EPMA3901680-1,12308683,ActivoCon suministro                       ,Comercial  ,Expendio de comidas preparadas en cafeterías                                                                                                          ,2021-08-14,2021-08-25,2021-08-25,2021-08-13 00:00:00,Cerrada,Carlos Jaramillo... Iberconta   de 1/2 con serie# 200615031607 y lectura#6131 en posición correcta sin signos de manipulación externa registra en prueba de llaves predio no residencial actividad económica es una heladería y cafetería razón social  Heladería la Gloria  Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-08-25 09:07:41,NO,No fraude,No fraude,29,6131.0,6114,8.0,0.0,17.0,12.0,1.4166666666666667,Lectura Normal,0.9666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3877667-1,12308745,ActivoCon suministro                       ,Comercial  ,Recuperación de materiales                                                                                                                            ,2021-07-23,2021-08-06,2021-08-06,2021-08-27 00:00:00,Cerrada,"SE CORRIGE OBSERVACION -Carlos Jaramillo medidor water tech de 1/2 con serie 2017747619 y lectura 00315 en posicion correcta sin signos de manipulacion externa predio no residencial actividad economica chatarreria  razon social chatarreri compra y venta registra en prueba de llaves predio tiene 2 putnos de consumo usuario no firma en predio no utilizan agua .&#x0D;
 Usuario: EPM\aalvaalv Fecha: 2021-08-09 11:37:42 Carlos Jaramillo
Medidor Water tech de 1/2 con serie#2016710248 y lectura#00880  En posición correcta sin signos de manipulación externa registra en prueba de llaves predio no residencial actividad económica es una cafetería razón social charcutería jotavos trabaja una sola persona  puntos de consumo 2 usuaria No firma Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-08-06 08:43:50",NO,No fraude,No fraude,1,315.0,316,11.0,0.0,1.0,21.0,0.047619047619047616,Lectura Baja,0.03333333333333333,Igual o mayor a Promedio,5.0,1.0,6.0,34.791 ,2528_C_CaidaConsumo_220720210             
EPMA3902159-1,12308802,ActivoCon suministro                       ,Industrial ,"Confección de artículos con materiales textiles, excepto prendas de vestir                                                                            ",2021-08-14,2021-08-21,2021-08-21,2021-08-19 00:00:00,Cerrada,Carlos Jaramillo... medidor Water tech de 1/2 con  serie# 2014251610 y lectura# 00441 registra en prueba de llaves predio no residencial actividad económica es un local de soldadura trabajan 4 personas dos puntos de consumo razón social sermanin Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-08-21 08:45:42,NO,No fraude,No fraude,1,441.0,441,5.0,-1.0,0.0,2.0,0.0,Parado,0.03333333333333333,Menor a Promedio,10.0,7.0,17.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3872354-1,12308945,ActivoCon suministro                       ,Industrial ,"\""Fabricación de jabones y detergentes, preparados para limpiar y pulir",2021-07-17,2021-07-26,2021-07-26,2021-08-12 00:00:00,Cerrada,"Se visita dirección en instalación no residencial actividad economica oficinas nombre edificio calle 14 no se encuentra medidor de solicitud se encuentra medidor de control marca watertech de 1"" serie 166000045 y lectura 02394 M3 empotrado el cual se encuentra bien instalado registra en prueba de llaves personal de mantenimiento informa que la mayoría de oficinas se encuentran desocupadas ya que están en teletrabajo por tal motivo bajo consumos no se observa anomalía actualizar información del medidor Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-07-26 11:29:55",NO,No fraude,No fraude,30,2394.0,2435,6.0,0.0,41.0,17.0,2.411764705882353,Lectura Normal,1.0,Igual o mayor a Promedio,3.0,1.0,4.0,34.711 ,2382_C_InstacionesInteres_160720210       
EPMA3936121-1,12308958,ActivoCon suministro                       ,Comercial  ,Mantenimiento y reparación de vehículos automotores                                                                                                   ,2021-09-11,2021-09-14,2021-09-14,2021-08-12 00:00:00,DescargadaParcial,Carlos Jaramillo... medidor Water tech de 3/4 con serie#2016910712 y lectura#09911 con selló de seguridad de EPM#AE-158389 en posición correcta sin signos de manipulación externa predio no residencial actividad económica es un taller de mecánica  grande razón social centro de servicios logísticos  Portero no puede firmar sin autorización medidor registra en prueba de llaves Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-09-14 08:36:46,NO,No fraude,No fraude,61,9911.0,9827,2.0,0.0,84.0,33.0,2.5454545454545454,Lectura Normal,2.033333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,35.907 ,2528_C_CaidaConsumo_100920210             
EPMA3829078-1,12309422,ActivoCon suministro                       ,Residencial,Residencial estrato 2                                                                                                                                 ,2021-06-11,2021-06-15,2021-06-17,2021-09-07 00:00:00,Cerrada,"SEBASTIAN BUILES   .medidor en contraflujo FECHA VISITA:15/06/2021 PAP:201 SERIE MED :200615009065   MARCA :ELSTER LECTURA:3491 DIAMETRO :1/2 SERIE MED INST:2020532589 MARCA:WATER TECH LECTURA :0 DIAMETRO :1/2 SE OBSERVA MEDIDOR EN POSICION INCORRECTA CONTRAFLUJO SE PROCEDE A NORMALIZAR INSTALACION SE CAMBIA MEDIDOR POR DESARROLLO TECNOLOGICO CON SOLICITUD DERIVADA GENERADA POR JAIME MONTOYA FUNCIONARIO EPM , PENDIENTE POR SOLICITUD DERIVADA , SE DEJA MEDIDOR BIEN INSTALADO  SIN FUGAS EN LLAVES Y RACORES , SE DEJA INSTALACION SIN ANOMALIA SE INSTALO SELLO EPM AA2039478 SE ENTREGA MEDIDOR AL USUARIO, SE CAMBIA LLAVE DE ACERA CON AUTORIZACION DE USUARIO , CANT HABITANTES 3 CANT UNI HABITACIONALES 1 CANT PUNTOS CONSUMO 6 RESIDENCIAL . Usuario: EPM\aalvaalv Fecha: 2021-06-17 14:58:05",SI,,Anomalía - Medidor en contraflujo,12,3491.0,53,3.0,2.0,3438.0,84.0,40.92857142857143,Lectura Normal,0.4,Igual o mayor a Promedio,3.0,1.0,4.0,33.993 ,1053_C_Otro_Canal_100620214               
EPMA3910223-1,12309881,ActivoCon suministro                       ,Residencial,Residencial estrato 3                                                                                                                                 ,2021-08-21,2021-09-04,2021-09-10,2021-09-08 00:00:00,Cerrada,Yonatan Giraldo predio con instalación directa se normaliza instalación y se instala medidor marca wáter tech de 3/4 serie 2019S210035 lectura 00000 se instala sello de EPM AA2053947 se dejan llaves y racores sin fugas predio residencial sonas comunes no se observa anomalías externas Usuario: EPM\YONATAN.GIRALDO Fecha: 2021-09-04 10:54:34,SI,,Anomalia - Instalacion directa (Cliente EPM),1,0.0,25,10.0,4.0,25.0,4.0,6.25,Lectura Normal,0.03333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,35.389 ,1053_C_Otro_Canal_200820212               
EPMA3894002-1,12310684,ActivoCon suministro                       ,Residencial,Residencial estrato 3                                                                                                                                 ,2021-08-06,2021-08-20,2021-08-20,2021-09-09 00:00:00,Cerrada,"SEBASTIAN BUILES 
se visita dirección en instalacion residencial con medidor marca watertech de 1/2 serie 2012024456 y lectura ilegible se observa medidor con cúpula impactada se retira y se envía a laboratorio en bolsa de seguridad #BM1700060 y precinto #CB1700368 se procede a normalizar instalacion se deja instalado medidor nuevo provisional marca watertech de 1/2 serie 2020568531y lectura 00000 M3 se instaló sello EPM #AA2041601se deja medidor bien instalado y sin fugas en llaves y racores se deja instalacion sin anomalías.
Revición en laboratorio el día 01 de septiembre de 2021 Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-20 10:50:06",SI,,Anomalia - Medidor destruido,7,1700060.0,10,11.0,0.0,1700050.0,20.0,85002.5,Lectura Normal,0.23333333333333334,Igual o mayor a Promedio,3.0,1.0,4.0,35.096 ,1053_C_Otro_Canal_050820211               
EPMA3872533-1,12311233,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-07-17,2021-08-02,2021-08-02,2021-08-19 00:00:00,Cerrada,Se instala sello serie aa2030611 Usuario: EPM\aalvaalv Fecha: 2021-08-03 15:15:34 Medidor en contraflujo se desempotra y se empotra se normaliza instalación se pone en posición correcta medidor marca wáter tech de 1/2 serie 2020530186 lestura 99959 medidor fuen instalado por otra empresa contratista ya que medidor fue robado no se genera ningún combro a usuario se pidió información en proing con Luisa Tamayo predio no residencial funciona oficinas (portada inmobiliaria S.A.S) Usuario: EPM\YONATAN.GIRALDO Fecha: 2021-08-02 15:17:53,SI,,Anomalía - Medidor en contraflujo,8,0.0,99961,11.0,0.0,99961.0,17.0,5880.058823529412,Lectura Normal,0.26666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,34.713 ,1053_C_Otro_Canal_160720210               
EPMA3829229-1,12312293,ActivoCon suministro                       ,Residencial,Residencial estrato 2                                                                                                                                 ,2021-06-11,2021-06-22,2021-06-24,2021-08-21 00:00:00,Cerrada,"SEBASTIAN BUILES no fraude FECHA VISITA:22/06/2021 PAP:409  SERIE MED :2012001427 MARCA:WATER TECH LECTURA :1059 DIAMETRO :1/2 MEDIDOR BIEN INSTALADO REGISTRA EN PRUEBA DE LLAVES, CONSUMOS AVANZANDO CON NORMALIDAD NO SE OBSERVA NINGUNA ANOMALIA PITORRA SIN OJAL , CANT HABITANTES 2 CANT UNI HABITACIONALES 1 CANT PUNTOS CONSUMOS 7 RESIDENCIAL Usuario: EPM\aalvaalv Fecha: 2021-06-24 12:09:01",NO,No fraude,No fraude,5,1059.0,1072,8.0,2.0,13.0,60.0,0.21666666666666667,Lectura Normal,0.16666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,33.993 ,1053_C_Otro_Canal_100620214               
EPMA3910452-1,12312612,ActivoCon suministro                       ,Residencial,"Confección de prendas de vestir, excepto prendas de piel                                                                                              ",2021-08-21,2021-09-09,2021-09-10,2021-08-25 00:00:00,DescargadaParcial,Jorge grueso clase de uso residencial actividad viviendasin medidor con servicio directo cajilla con tapa sol dada con varilla soldada agarrando las tres cajilla se requiere soldadura o levantar todas las tapas  Usuario: EPM\JORGE.GRUESO Fecha: 2021-09-09 12:55:08,SI,,Anomalia - Instalacion directa (Cliente EPM),2,0.0,0,14.0,1.0,0.0,15.0,0.0,Parado,0.06666666666666667,Menor a Promedio,10.0,7.0,17.0,35.389 ,1053_C_Otro_Canal_200820212               
EPMA3836202-1,12314680,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-06-18,2021-06-28,2021-06-30,2021-08-14 00:00:00,Cerrada,"LUIS BALBUENA  agua propia  FECHA VISITA:28/06/2021 PAP:1799 SERIE MED :2014296949  MARCA : WATER TECH LECTURA :0 DIAMETRO :1/2 MEDIDOR EN BUEN ESTADO BIEN INSTALADO REGISTRANDO EN PRUEBA DE RACORES , FUERA DE SERVICIO SIN INSTALACION INTERNA SE OBSERVA EN SECTOR TUBERIA PVC DE 2 PARA AGUA PROPIA VER FOTOS, NADIE EN PREDIO RESIDENCIAL Usuario: EPM\aalvaalv Fecha: 2021-06-30 12:48:47",NO,No fraude,No fraude,1,0.0,0,7.0,2.0,0.0,47.0,0.0,Parado,0.03333333333333333,Menor a Promedio,10.0,7.0,17.0,34.124 ,1053_C_Otro_Canal_170620210               
EPMA3872333-1,12314755,ActivoCon suministro                       ,Residencial,Comercial                                                                                                                                             ,2021-07-17,2021-07-30,2021-07-30,2021-08-21 00:00:00,Cerrada,Se visita dirección en instalacion residencial se encuentra medidor marca watertech de 1/2 serie 2016698520 y lectura 00199 M3 el  se encuentra en posición incorrecta (contraflujo) hace más de 5 meses se procede a normalizar instalación se deja medidor bien instalado y sin fugas en llaves y racores se instaló sello EPM #AA2034112 se deja instalación sin anomalías  Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-07-30 16:26:22,SI,,Anomalía - Medidor en contraflujo,7,199.0,203,10.0,0.0,4.0,22.0,0.18181818181818182,Lectura Normal,0.23333333333333334,Menor a Promedio,3.0,7.0,10.0,34.713 ,1053_C_Otro_Canal_160720210               
EPMA3872376-1,12315053,ActivoCon suministro                       ,Comercial  ,Servicio por horas                                                                                                                                    ,2021-07-17,2021-07-29,2021-07-29,2021-08-18 00:00:00,Cerrada,Se visita dirección en instalacion no residencial actividad económica hotel nombre prisma suite en el cual se encuentra medidor marca watertech de 1/2 serie 2017864288 Y lectura 02597 M3 medidor bien instalado registrando en prueba de llaves consumos avanzando con normalidad y son acorde a meses anteriores usuario informa que el flujo de personas es muy variado por tal motivo variación y bajos consumos no se observa ninguna anomalía  Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-07-29 09:52:01,NO,No fraude,No fraude,32,2597.0,2651,9.0,0.0,54.0,20.0,2.7,Lectura Normal,1.0666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,34.710 ,3029_C_CaidaConsumosBalanceHid_160720210	 
EPMA3861555-1,12315381,ActivoCon suministro                       ,Residencial,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco                      ",2021-07-10,2021-07-14,2021-07-14,2021-09-06 00:00:00,Cerrada,Se visita dirección en instalación  residencial no se observa medidor de solicitud en terreno  se encuentra  medidor watertech de 1/2 serie 2021596860  y lectura 00020 M3 tiene sello Epm bueno #aa2023302 registra en prueba de racores nadie en predio  se confirma serie de medidor encontrado actualizar información del medidor no se observa ninguna anomalía nadie para datos  Usuario: SEBASTIAN.BUILES Fecha: 2021-07-14 15:56:17,NO,No fraude,No fraude,13,20.0,42,3.0,0.0,22.0,54.0,0.4074074074074074,Lectura Normal,0.43333333333333335,Menor a Promedio,3.0,7.0,10.0,34.570 ,1053_C_Otro_Canal_090820210               
EPMA3901665-1,12315478,ActivoCon suministro                       ,Comercial  ,Residencial estrato 2                                                                                                                                 ,2021-08-14,2021-08-26,2021-08-26,2021-08-11 00:00:00,Cerrada,"SEBASTIAN BUILES 
se visita dirección en instalacion no residencial actividad económica Bodega de reciclaje  sin nombre con medidor marca watertech de 1/2 serie 2013102133 y lectura ilegible medidor bien instalado se observa medidor con cúpula impactada se procede a normalizar instalacion se retira medidor y se envia a laboratorio en bolsa de seguridad # BM1700220 y precinto # CB1700324 se deja instalado medidor nuevo provisional marca watertech de 1/2 serie 2020548253 y lectura 00000 M3 se instaló sello EPM #AA2042245 se dejó medidor bien instalado y sin fugas en llaves y racores se deja instalación sin anomalías revición en laboratorio el día 08 septiembre de 2021 Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-26 13:10:19",SI,,Anomalia - Medidor destruido,3,1700220.0,0,9.0,0.0,1700220.0,15.0,113348.0,Lectura Normal,0.1,Igual o mayor a Promedio,3.0,1.0,4.0,35.256 ,1053_C_Otro_Canal_130820210               
EPMA3861619-1,12315532,ActivoCon suministro                       ,Residencial,Residencial estrato 5                                                                                                                                 ,2021-07-10,2021-07-26,2021-07-26,2021-08-25 00:00:00,Cerrada,Medidor elster de 1/2 con serie#200915035723 con lectura ilegible en foto y en campo ya que tiene cúpula rota medidor se retira para ser llevado al laboratorio en bolsa de seguridad# BM-1700144 y precinto#CB-1700293. Medidor se estudia el dia 11 de agosto del 2021 partir de las 2 pm  instala medidor  temporal marca Water tech de 1/2  con serie#2020565739 y lectura #00000 instalacion se deje sin fugas predio con buena presión predio residencial en predió viven 1 persona Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-07-26 11:50:15,SI,,Fraude - Adulteracion del medidor,2,1700144.0,4,11.0,0.0,1700140.0,30.0,56671.333333333336,Lectura Normal,0.06666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,34.570 ,1053_C_Otro_Canal_090820210               
EPMA3836276-1,12317102,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-06-18,2021-06-21,2021-06-22,2021-08-14 00:00:00,Cerrada,"LUIS BALBUENA agua propia  FECHA VISITA:21/06/2021 PAP:360  SERIE MED : 2018945542 MARCA: WATER TECH  LECTURA: 5  DIAMETRO : 1/2 MEDIDOR EN BUEN ESTADO BIEN INSTALADO REGISTRANDO EN PRUEBA DE RACORES NADIE EN PREDIO EN SECTOR SE OBSERVA AGUA PROPIA , RESIDENCIAL Usuario: EPM\aalvaalv Fecha: 2021-06-22 16:50:50",NO,Agua Propia,Agua Propia,0,5.0,5,2.0,1.0,0.0,54.0,0.0,Parado,0.0,Igual o mayor a Promedio,10.0,1.0,11.0,34.124 ,1053_C_Otro_Canal_170620210               
EPMA3872522-1,12317306,ActivoCon suministro                       ,Residencial,Residencial estrato 3                                                                                                                                 ,2021-07-17,2021-07-26,2021-07-26,2021-08-12 00:00:00,Cerrada,Se visita dirección en instalación residencial con medidor marca watertech de 1/2 serie 2017846922 y lectura 00161 M3 tiene sellos EPM buenos #R7059706 - AA19168313 el cual se encuentra bien instalado registra en prueba de racores nadie en predio no se observa ninguna anomalía consumos avanzando con normalidad sin datos  Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-07-26 14:01:41,NO,No fraude,No fraude,14,161.0,192,6.0,0.0,31.0,17.0,1.8235294117647058,Lectura Normal,0.4666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,34.713 ,1053_C_Otro_Canal_160720210               
EPMA3936271-1,12317951,ActivoCon suministro                       ,Comercial  ,Otras actividades de atención de la salud humana                                                                                                      ,2021-09-11,2021-09-14,2021-09-14,2021-08-25 00:00:00,DescargadaParcial,Jorge grueso clase de uso no residencial actividad económica clínica razón social REMY IPS  medidor WATER TECH de ½ serie # 2017865065 con lectura # 02669 bien instalado registrando con prueba de llave usuario manifiesta que la caída de consumo se debe a que an cambiado la batería sanitaria y arreglado unas fuga que tenían no se observa anomalias en el medidor y acometida Usuario: EPM\JORGE.GRUESO Fecha: 2021-09-14 11:58:48,NO,No fraude,No fraude,70,2669.0,2605,2.0,0.0,64.0,20.0,3.2,Lectura Normal,2.3333333333333335,Igual o mayor a Promedio,3.0,1.0,4.0,35.907 ,2528_C_CaidaConsumo_100920210             
EPMA3902040-1,12318869,ActivoCon suministro                       ,Industrial ,Industrial                                                                                                                                            ,2021-08-14,2021-08-25,2021-08-27,2021-08-25 00:00:00,Cerrada,"LUIS BALBUENA FECHA VISITA : 25/08/2021 PAP : 2593 SERIE MED : 2018930351 MARCA: WATER TECH LECTURA : 417 DIAMETRO : 1/2 MEDIDOR EN BUEN ESTADO BIEN INSTALADO REGISTRANDO EN PRUEBA DE LLAVES SIN ANOMALIAS USUARIO MANIFIESTA QUE EL BAJO CONSUMO ES PORQUE ANTES TRABAJABAN  14 PERSONAS Y AHORA SOLO TRABAJAN 6 PERSONAS Y SOLO TRABAJAN DE LUNES A VIERNES ACTUALIZAR SERIE LECTURA COINCIDE , CANT HABITANTES 6  CANT PUNTOS CONSUMOS  3 NO RESIDENCIAL FASIZA Usuario: EPM\aalvaalv Fecha: 2021-08-27 11:21:39",NO,No fraude,No fraude,8,417.0,417,8.0,2.0,417.0,0.0,,,0.26666666666666666,,,,,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3836377-1,12318869,ActivoCon suministro                       ,Industrial ,Industrial                                                                                                                                            ,2021-06-18,2021-06-24,2021-07-06,2021-08-25 00:00:00,Cerrada,Se visita dirección cl 59 CR 53 - 45  en instalación no residencial con medidor bien instalado marca watertech de 1/2  serie 2018930351 y lectura 00398 M3 el cual fue encontrado en terreno se hace prueba de llaves actualizar información del medidor no se observa anomalía   Usuario: SEBASTIAN.BUILES Fecha: 2021-06-24 16:42:05,NO,No fraude,No fraude,8,398.0,417,5.0,8.0,436.0,62.0,7.032258064516129,Lectura Normal,0.26666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,34.132 ,2808_C_FraudesCercanos_170620210          
EPMA3836378-1,12319230,ActivoCon suministro                       ,Industrial ,Mantenimiento y reparación de vehículos automotores                                                                                                   ,2021-06-18,2021-06-26,2021-06-30,2021-08-20 00:00:00,Cerrada,"LUIS BALBUENA no fraude FECHA VISITA:26/06/2021 PAP:444 SERIE MED:190007100 MARCA : WATER TECH LECTURA :260 DIAMETRO : 2 MEDIDOR EMPOTRADO REGISTRANDO SIN ANOMALIAS EN BUEN ESTADO NO DATOS, NO RESIDENCIAL , SERVIPESADOS Usuario: EPM\aalvaalv Fecha: 2021-06-30 13:25:54",NO,No fraude,No fraude,14,260.0,289,6.0,2.0,29.0,55.0,0.5272727272727272,Lectura Normal,0.4666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,34.131 ,2980_C_NuevoVecinosLogicos_170620210      
EPMA3872312-1,12319337,ActivoCon suministro                       ,Residencial,Residencial estrato 3                                                                                                                                 ,2021-07-17,2021-07-30,2021-07-30,2021-08-30 00:00:00,Cerrada,Se visita dirección en instalacion residencial se encuentra medidor marca watertech de 1/2 serie 20113041427 y lectura 01046 M3 el  se encuentra bien instalado registrando en prueba de racores consumos avanzando con normalidad no se observa devolución de lecturas  nadie en predio no se observa ninguna anomalía  Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-07-30 11:31:27,NO,No fraude,Predio solo o desocupado,7,1046.0,1055,10.0,0.0,9.0,31.0,0.2903225806451613,Lectura Normal,0.23333333333333334,Igual o mayor a Promedio,3.0,1.0,4.0,34.713 ,1053_C_Otro_Canal_160720210               
EPMA3910045-1,12320531,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-08-21,2021-09-04,2021-09-10,2021-09-09 00:00:00,Cerrada,Yonatan Giraldo medidor bien instalado en buen estado registrando en prueba de llaves medidor marca wáter tech de 1/2 serie 2013316632 lectura 00252 llaves cerradas llave de contención en mal estado medidor fuera de servicio temporalmente no se observa anomalías externas predio no residencial (tiendas D1) no hay quien suministre información Usuario: EPM\YONATAN.GIRALDO Fecha: 2021-09-04 12:58:30,NO,No fraude,No fraude,5,252.0,252,10.0,4.0,0.0,5.0,0.0,Parado,0.16666666666666666,Menor a Promedio,10.0,7.0,17.0,35.385 ,1053_C_Otro_Canal_200820210	              
EPMA3926363-1,12321088,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-09-04,2021-09-13,2021-09-13,2021-09-01 00:00:00,DescargadaParcial,Yonatan Giraldo predio solo no hay quien suministre información medidor bien instalado en buen estado registrando en prueba de racores medidor marca wáter tech de 1/2 serie 2013096294 lectura 00689 no se observa anomalías externas predio residencial se remite medidor para cambio por medidor frenado registrando en previa de llaves con misma lectura Usuario: EPM\YONATAN.GIRALDO Fecha: 2021-09-13 10:56:39,NO,No fraude,No fraude,3,689.0,689,6.0,0.0,0.0,12.0,0.0,Parado,0.1,Menor a Promedio,10.0,7.0,17.0,35.750 ,1053_C_Otro_Canal_030920210               
EPMA3924925-1,12321161,ActivoCon suministro                       ,Comercial  ,Mantenimiento y reparación de vehículos automotores                                                                                                   ,2021-09-03,2021-09-09,2021-09-09,2021-08-25 00:00:00,DescargadaParcial,Jorge grueso clase de uso no residencial actividad económica vulcanizadora razón social sin nombre medidor WATER TECH de  ½ serie # 2017827057 con lectura # 00307 bien instalado registrando con prueba de llave  no se observa anomalias en el medidor y acometida permanece una persona usuario manifiesta que la caída de consumo se debe a que tenía una fuga y fue reparada Usuario: EPM\JORGE.GRUESO Fecha: 2021-09-09 10:59:22,NO,No fraude,No fraude,2,307.0,306,5.0,0.0,1.0,15.0,0.06666666666666667,Lectura Baja,0.06666666666666667,Igual o mayor a Promedio,5.0,1.0,6.0,35.735 ,2528_C_CaidaConsumo_020920210	            
